id,price,property_type,city
52930930,1286.0,Entire home,Nashville
52950362,513.0,Entire home,Nashville
52995760,592.0,Entire townhouse,Nashville
53000888,1465.0,Entire home,Nashville
53024669,663.0,Entire home,Nashville
53041579,605.0,Entire townhouse,Nashville
53112473,546.0,Entire townhouse,Nashville
53142754,531.0,Entire townhouse,Nashville
53171520,477.0,Entire serviced apartment,Nashville
53186655,506.0,Entire townhouse,Nashville
53227018,728.0,Entire townhouse,Nashville
53430789,690.0,Entire townhouse,Nashville
53454686,1038.0,Entire home,Nashville
53604829,525.0,Entire condo,Nashville
53606798,1237.0,Entire home,Nashville
53658369,642.0,Entire rental unit,Nashville
53670065,1454.0,Entire townhouse,Nashville
53684318,742.0,Entire home,Nashville
53768934,729.0,Entire home,Nashville
53784306,507.0,Entire townhouse,Nashville
53898800,565.0,Entire home,Nashville
53917655,514.0,Entire home,Nashville
53918832,683.0,Entire townhouse,Nashville
53943260,614.0,Entire rental unit,Nashville
54055196,704.0,Entire home,Nashville
54073294,1249.0,Entire home,Nashville
54082699,500.0,Entire home,Nashville
54112438,719.0,Entire townhouse,Nashville
54195220,476.0,Entire home,Nashville
54196255,707.0,Entire rental unit,Nashville
54228687,562.0,Entire home,Nashville
54239899,1016.0,Entire home,Nashville
54252907,2491.0,Entire home,Nashville
54287814,562.0,Entire townhouse,Nashville
54291984,865.0,Entire home,Nashville
54341170,607.0,Entire home,Nashville
542632381355303623,544.0,Entire home,Nashville
542668889218896558,789.0,Entire home,Nashville
542735754245746099,524.0,Entire condo,Nashville
544267458894972037,1416.0,Entire home,Nashville
545895183169535984,1010.0,Entire home,Nashville
547163520540965641,510.0,Entire condo,Nashville
547187422978205487,895.0,Entire condo,Nashville
547903407250347744,1050.0,Entire home,Nashville
549209529877805453,1327.0,Entire home,Nashville
551564959086028579,670.0,Entire home,Nashville
551604399367364760,621.0,Entire home,Nashville
552175722693172058,784.0,Entire home,Nashville
552375535350654618,781.0,Entire home,Nashville
552820809403998691,505.0,Entire townhouse,Nashville
552981393522977344,695.0,Entire townhouse,Nashville
553513875533434260,489.0,Entire townhouse,Nashville
554287301682037480,484.0,Entire home,Nashville
554287328938317646,516.0,Entire townhouse,Nashville
554287478964685368,746.0,Entire townhouse,Nashville
554287623124043768,492.0,Entire home,Nashville
554437353464843807,607.0,Entire home,Nashville
554940608101335622,936.0,Entire home,Nashville
557901516338234026,641.0,Entire home,Nashville
559168525355813473,1056.0,Entire home,Nashville
559225409406159053,656.0,Entire home,Nashville
560318084524110103,545.0,Entire home,Nashville
562952739171467376,477.0,Entire condo,Nashville
564421281646559350,750.0,Entire home,Nashville
565940487376896651,807.0,Entire condo,Nashville
568867184075824341,630.0,Entire home,Nashville
574714256598847499,1834.0,Entire home,Nashville
574714257869940774,1734.0,Entire home,Nashville
574779306813022939,1598.0,Entire home,Nashville
577453771740845516,486.0,Room in aparthotel,Nashville
577454347762740789,753.0,Room in aparthotel,Nashville
578164476029163687,621.0,Entire townhouse,Nashville
578247685889708114,1229.0,Entire home,Nashville
578267659125698570,555.0,Entire townhouse,Nashville
578473414296473123,536.0,Entire townhouse,Nashville
578478700485696087,548.0,Entire townhouse,Nashville
578482554514206760,548.0,Entire townhouse,Nashville
578494039987405975,491.0,Entire townhouse,Nashville
578836200309856085,792.0,Entire condo,Nashville
578961008958894971,751.0,Entire place,Nashville
579008590379890485,493.0,Entire home,Nashville
579930004177732696,616.0,Entire home,Nashville
580554730509500647,505.0,Entire home,Nashville
583227558569731839,493.0,Entire home,Nashville
583887981406622058,555.0,Entire townhouse,Nashville
584232111957187727,660.0,Entire home,Nashville
584657763029391033,741.0,Entire home,Nashville
584776454736491745,763.0,Entire home,Nashville
585505579863985763,560.0,Entire home,Nashville
589804454329298919,1100.0,Entire home,Nashville
590031645725685529,660.0,Entire home,Nashville
592903274631892529,494.0,Entire townhouse,Nashville
593432847429053158,1267.0,Entire home,Nashville
593432891456677956,2233.0,Entire home,Nashville
597712933550357333,535.0,Entire condo,Nashville
597882233992600992,646.0,Entire home,Nashville
599957034552506326,902.0,Entire home,Nashville
601397314960853554,872.0,Entire home,Nashville
602769257255657706,1196.0,Entire rental unit,Nashville
602788307237353407,1196.0,Entire rental unit,Nashville
602789624310544940,1196.0,Entire rental unit,Nashville
602790558961123473,1196.0,Entire rental unit,Nashville
604425173495162829,518.0,Entire home,Nashville
604500823991261866,1113.0,Entire home,Nashville
605181888900550845,1242.0,Entire home,Nashville
605984760513769642,90000.0,Entire home,Nashville
607317787622815061,502.0,Entire home,Nashville
607938707901068952,476.0,Entire townhouse,Nashville
610685117945112630,632.0,Entire home,Nashville
610749589227879271,1250.0,Entire home,Nashville
612320725255332151,509.0,Entire home,Nashville
612988314782958490,639.0,Entire townhouse,Nashville
613150240802349675,1784.0,Entire home,Nashville
613590508944765979,1489.0,Entire home,Nashville
618073813478279213,577.0,Entire home,Nashville
619399701333120823,1022.0,Entire home,Nashville
619399730164990348,740.0,Entire home,Nashville
619658380760194006,582.0,Entire home,Nashville
619659874312143848,582.0,Entire home,Nashville
619672621214817508,558.0,Entire home,Nashville
620383830626853200,935.0,Entire townhouse,Nashville
623287889862417111,489.0,Entire home,Nashville
623980978998472385,631.0,Entire home,Nashville
627552290933578663,481.0,Entire home,Nashville
628255676216613435,1267.0,Entire home,Nashville
628416536893081097,1299.0,Entire villa,Nashville
630373674028219916,479.0,Private room in resort,Nashville
631056728104488716,505.0,Entire home,Nashville
634130033595862601,638.0,Entire home,Nashville
634237417393145288,479.0,Entire condo,Nashville
634399047791794464,970.0,Entire condo,Nashville
634776386438720670,900.0,Entire townhouse,Nashville
635462190301637158,505.0,Entire condo,Nashville
635469303674516297,707.0,Entire townhouse,Nashville
635766916653273369,677.0,Entire home,Nashville
639131845527083577,632.0,Entire home,Nashville
640999393041578494,964.0,Entire rental unit,Nashville
640999465821141503,887.0,Entire rental unit,Nashville
643258231104060492,500.0,Entire rental unit,Nashville
643381710459914257,737.0,Entire townhouse,Nashville
643409517686852696,3729.0,Entire home,Nashville
644332760407240540,3611.0,Private room in home,Nashville
644350228328811150,549.0,Entire home,Nashville
644742519837700351,669.0,Entire condo,Nashville
645022492111270016,604.0,Entire home,Nashville
647825209556440922,668.0,Entire home,Nashville
649974512358314429,1335.0,Entire home,Nashville
650014671351014152,479.0,Entire rental unit,Nashville
651328954121366622,632.0,Entire home,Nashville
651703864417268853,499.0,Entire home,Nashville
654174858816755814,656.0,Entire serviced apartment,Nashville
658820419941458377,664.0,Entire home,Nashville
658946547116206880,542.0,Entire rental unit,Nashville
660056883082846340,706.0,Entire vacation home,Nashville
660308732457221396,566.0,Entire townhouse,Nashville
660808895374366564,1278.0,Entire home,Nashville
661700293422494241,1673.0,Entire home,Nashville
662972622060364616,475.0,Entire home,Nashville
664991574855410659,549.0,Entire home,Nashville
666148849585774599,655.0,Entire rental unit,Nashville
666596753838567350,1178.0,Entire home,Nashville
670759620404259416,494.0,Entire home,Nashville
670934779143126236,1110.0,Entire home,Nashville
671753857149431400,9999.0,Entire townhouse,Nashville
671760574002197845,9999.0,Entire townhouse,Nashville
671761745389896543,9999.0,Entire townhouse,Nashville
671771983477327756,9999.0,Entire townhouse,Nashville
672357004979144403,1185.0,Entire villa,Nashville
673984675015661242,528.0,Entire condo,Nashville
674612687669989407,610.0,Entire home,Nashville
676810105353166582,475.0,Room in boutique hotel,Nashville
679716959988878950,2459.0,Entire home,Nashville
684869194843846056,550.0,Entire townhouse,Nashville
684871352352471484,500.0,Entire home,Nashville
686204402411809162,477.0,Entire home,Nashville
686279316731542349,499.0,Entire home,Nashville
687818920234993492,498.0,Private room in resort,Nashville
696886403811016526,484.0,Entire home,Nashville
697022761364791451,587.0,Entire home,Nashville
703443056065962916,700.0,Entire home,Nashville
703519608908418096,575.0,Entire home,Nashville
705027894521605578,491.0,Entire townhouse,Nashville
705604450476342005,871.0,Entire townhouse,Nashville
709952316127237292,578.0,Entire home,Nashville
711660433732309724,1042.0,Entire home,Nashville
715045124237260070,565.0,Room in hotel,Nashville
715137326830246459,627.0,Room in hotel,Nashville
715138084492138903,500.0,Room in hotel,Nashville
715139124843137990,530.0,Room in hotel,Nashville
715139237298212874,509.0,Room in hotel,Nashville
715140271111739254,509.0,Room in hotel,Nashville
715141198852250594,565.0,Room in hotel,Nashville
715141317239912333,565.0,Room in hotel,Nashville
715143096084085816,1933.0,Room in hotel,Nashville
715212465090524704,475.0,Room in hotel,Nashville
715219239084593022,484.0,Room in hotel,Nashville
715225220498107003,1018.0,Room in hotel,Nashville
715225759917767776,1018.0,Room in hotel,Nashville
715231184544818657,1254.0,Room in hotel,Nashville
715231649642394956,1254.0,Room in hotel,Nashville
715234367503127845,966.0,Room in hotel,Nashville
715234644971328559,966.0,Room in hotel,Nashville
715237662432835478,1693.0,Room in hotel,Nashville
715238323440909528,1693.0,Room in hotel,Nashville
715759211110452102,1527.0,Room in hotel,Nashville
715763765808204820,1882.0,Room in hotel,Nashville
715770457744762230,1450.0,Room in hotel,Nashville
715771865812706496,1450.0,Room in hotel,Nashville
715782565077181687,2036.0,Room in hotel,Nashville
715789169240748205,2508.0,Room in hotel,Nashville
716748933146900320,620.0,Entire townhouse,Nashville
719484339843816883,543.0,Entire home,Nashville
720510768548879114,989.0,Entire rental unit,Nashville
721565443697930856,764.0,Entire rental unit,Nashville
721759643866892259,613.0,Entire home,Nashville
721761310299636935,613.0,Entire home,Nashville
721776642303422756,1951.0,Entire home,Nashville
723011864219940272,756.0,Entire condo,Nashville
723025408402274364,748.0,Entire condo,Nashville
723084742833302051,1477.0,Entire condo,Nashville
725314781977551978,695.0,Entire condo,Nashville
726115010984952579,772.0,Entire home,Nashville
727541865296877632,636.0,Entire home,Nashville
732566627202117678,559.0,Entire home,Nashville
733861976472000725,715.0,Entire home,Nashville
736281664653046440,483.0,Entire home,Nashville
738290085818084877,822.0,Entire home,Nashville
739304502085391324,771.0,Entire home,Nashville
741305370539925022,564.0,Entire home,Nashville
742842134200082875,557.0,Entire place,Nashville
743246541260366072,508.0,Entire townhouse,Nashville
744741378455883584,1079.0,Entire rental unit,Nashville
745692768400397277,668.0,Entire home,Nashville
745692979312054188,756.0,Entire home,Nashville
745693578780515379,692.0,Entire home,Nashville
747792146503376030,4500.0,Entire home,Nashville
749243966603655628,500.0,Entire townhouse,Nashville
749248467535389040,697.0,Entire home,Nashville
750040122031485221,517.0,Entire serviced apartment,Nashville
752306663827485189,546.0,Entire townhouse,Nashville
752317837799522529,546.0,Entire townhouse,Nashville
752321613910109867,632.0,Entire townhouse,Nashville
752798993421976569,3137.0,Entire home,Nashville
755001444120072547,2136.0,Entire condo,Nashville
755767993989958334,1972.0,Entire condo,Nashville
758059386958030902,571.0,Entire home,Nashville
761576421857718636,1005.0,Entire townhouse,Nashville
763125961266751855,713.0,Entire home,Nashville
763897231334997833,667.0,Entire home,Nashville
765089092457731755,549.0,Entire home,Nashville
765270270881978376,1043.0,Entire home,Nashville
765288785475303212,786.0,Entire home,Nashville
765311123969228156,1130.0,Entire home,Nashville
769766065353933937,2696.0,Entire villa,Nashville
770364542310829669,650.0,Entire home,Nashville
770372692264525910,1173.0,Entire home,Nashville
770424831979503862,1071.0,Entire home,Nashville
771990058385718731,595.0,Entire home,Nashville
772392693786100523,745.0,Entire home,Nashville
772429637523222913,650.0,Entire home,Nashville
773237994279545152,1703.0,Entire home,Nashville
774786585557163642,1685.0,Entire condo,Nashville
775078492252308547,576.0,Entire home,Nashville
775672005961383405,490.0,Entire home,Nashville
778340802974259742,835.0,Entire rental unit,Nashville
780374686116069710,477.0,Entire rental unit,Nashville
782027644204518611,818.0,Entire home,Nashville
786288599471268361,593.0,Entire home,Nashville
788295798697610212,876.0,Entire home,Nashville
790506090639904832,516.0,Entire home,Nashville
791680981169139565,1148.0,Entire townhouse,Nashville
794371072137801028,1007.0,Entire home,Nashville
796304299558754227,495.0,Entire home,Nashville
796592736633785356,2261.0,Entire home,Nashville
800363928685803950,593.0,Entire home,Nashville
800885128151121944,833.0,Entire home,Nashville
801582723882515693,503.0,Entire home,Nashville
803421256580712608,532.0,Entire home,Nashville
805996051361538546,885.0,Entire townhouse,Nashville
809366600221516562,2098.0,Entire rental unit,Nashville
810873758482458831,493.0,Entire home,Nashville
810999770284962526,721.0,Entire condo,Nashville
811530983037788454,886.0,Entire home,Nashville
811680945466687375,818.0,Entire condo,Nashville
811760270290984618,586.0,Entire townhouse,Nashville
811804374775649684,583.0,Entire home,Nashville
816086839582375837,1117.0,Entire home,Nashville
816920355010831407,886.0,Entire home,Nashville
818147861054751216,490.0,Entire home,Nashville
818148087119924902,1117.0,Entire home,Nashville
818946258937054760,1117.0,Entire home,Nashville
818960193762341455,1498.0,Entire home,Nashville
820920145264689193,527.0,Entire home,Nashville
820942825898608459,623.0,Entire home,Nashville
821644637111770566,549.0,Entire home,Nashville
823220522290221407,946.0,Entire townhouse,Nashville
823771659255685481,525.0,Entire home,Nashville
823959530941753497,727.0,Entire home,Nashville
823964167252498868,1356.0,Entire home,Nashville
823970355434627902,800.0,Entire home,Nashville
823972401728543305,794.0,Entire home,Nashville
825132023507236180,526.0,Entire rental unit,Nashville
826249325549324525,863.0,Entire home,Nashville
828508621093197095,542.0,Entire home,Nashville
828971973252398851,601.0,Entire home,Nashville
829126277401715831,842.0,Entire home,Nashville
829128850424705956,938.0,Entire home,Nashville
833694016915418072,530.0,Entire home,Nashville
836273009435048155,606.0,Entire townhouse,Nashville
836850802312825285,544.0,Entire home,Nashville
837609219593508086,476.0,Entire home,Nashville
837801473849414975,546.0,Entire home,Nashville
838333495477566381,705.0,Entire home,Nashville
839879058530889972,1903.0,Entire home,Nashville
841249538749360734,702.0,Entire home,Nashville
841372589210904515,679.0,Entire home,Nashville
841432588761133568,2771.0,Entire home,Nashville
844256955183898856,856.0,Entire home,Nashville
850858993633344103,555.0,Entire home,Nashville
852755080971149892,479.0,Entire home,Nashville
853018550166244322,1078.0,Entire home,Nashville
856623667192373654,2196.0,Entire home,Nashville
857785805687205677,3343.0,Entire home,Nashville
859485388126019605,612.0,Entire home,Nashville
863155686840417697,494.0,Entire townhouse,Nashville
863155701224265394,1053.0,Entire townhouse,Nashville
864463714083649588,772.0,Entire home,Nashville
868891630554331100,506.0,Entire home,Nashville
873071499026293051,476.0,Entire home,Nashville
873983621345444986,2080.0,Entire townhouse,Nashville
874092065574353512,1053.0,Entire home,Nashville
878091103113380992,2163.0,Entire home,Nashville
878332235936974917,499.0,Entire home,Nashville
879125974577872181,586.0,Entire home,Nashville
879125995251351036,523.0,Entire home,Nashville
882516514766353421,558.0,Entire rental unit,Nashville
882881981674875521,489.0,Entire rental unit,Nashville
883258698336255753,552.0,Entire home,Nashville
883404385272227219,494.0,Entire home,Nashville
884184767531482114,999.0,Entire rental unit,Nashville
884823060192843543,531.0,Entire home,Nashville
886876612592757050,1743.0,Entire home,Nashville
888342235063280303,1521.0,Entire home,Nashville
888427139533300032,902.0,Entire home,Nashville
892265062274469661,1785.0,Entire home,Nashville
892724335754308426,1757.0,Entire home,Nashville
893410936138112763,686.0,Entire home,Nashville
893727835423287381,589.0,Entire home,Nashville
894324460644887779,657.0,Entire rental unit,Nashville
895017692659309750,702.0,Entire condo,Nashville
897240111282088361,695.0,Entire rental unit,Nashville
898521863126504665,489.0,Entire home,Nashville
898534093284365394,700.0,Entire rental unit,Nashville
898536674882779184,1000.0,Entire rental unit,Nashville
898540599442625440,500.0,Entire rental unit,Nashville
898542202912726916,725.0,Entire rental unit,Nashville
898544154240541758,1200.0,Entire rental unit,Nashville
899253634186650476,507.0,Entire home,Nashville
900069426512358762,675.0,Entire home,Nashville
900668783114372819,629.0,Entire home,Nashville
901618842466044609,747.0,Entire home,Nashville
902979180380912778,939.0,Entire home,Nashville
903686403286570933,639.0,Entire rental unit,Nashville
903732029432517885,689.0,Entire rental unit,Nashville
907336127643019725,1091.0,Entire home,Nashville
907983263918322343,489.0,Entire home,Nashville
908075425242094968,999.0,Entire condo,Nashville
910438747503803764,899.0,Entire condo,Nashville
913787046180944297,517.0,Entire rental unit,Nashville
913932172862137837,746.0,Room in hotel,Nashville
914543021341914064,587.0,Entire home,Nashville
916939100021216210,843.0,Entire home,Nashville
917533688931668569,623.0,Entire home,Nashville
918012256051003541,561.0,Room in hotel,Nashville
918712906024974100,657.0,Entire home,Nashville
920310994413705471,542.0,Room in hotel,Nashville
920312270261361403,720.0,Room in hotel,Nashville
923315523796278771,529.0,Entire home,Nashville
925368927153477790,493.0,Entire rental unit,Nashville
927465584317648667,1425.0,Room in hotel,Nashville
929039178004615314,531.0,Room in hotel,Nashville
929040010660227069,584.0,Room in hotel,Nashville
929040188680257431,653.0,Room in hotel,Nashville
929040583620129728,601.0,Room in hotel,Nashville
929040735219802035,584.0,Room in hotel,Nashville
929040925412714839,619.0,Room in hotel,Nashville
929041131477256346,780.0,Room in hotel,Nashville
929041304151072266,758.0,Room in hotel,Nashville
929041458390155122,702.0,Room in hotel,Nashville
929915323964428150,564.0,Entire home,Nashville
933328535456844634,491.0,Entire home,Nashville
934348636080399380,690.0,Entire home,Nashville
934723197222584691,530.0,Entire condo,Nashville
934847822615518441,545.0,Entire rental unit,Nashville
937862010732273877,594.0,Entire home,Nashville
938976961758640195,856.0,Entire home,Nashville
939062397050342804,659.0,Entire rental unit,Nashville
939069737298540544,627.0,Entire rental unit,Nashville
939083421607799295,1073.0,Entire rental unit,Nashville
939087411308800969,1123.0,Entire rental unit,Nashville
939898872640342411,919.0,Entire rental unit,Nashville
940683422850194172,807.0,Entire home,Nashville
944163302579106630,650.0,Boat,Nashville
944330377780154206,660.0,Entire home,Nashville
944347041385623709,899.0,Entire home,Nashville
944352028550001775,524.0,Entire home,Nashville
946304115712834596,560.0,Entire home,Nashville
948642453431473310,673.0,Entire townhouse,Nashville
948885374042873169,536.0,Entire home,Nashville
949227248692902323,577.0,Entire home,Nashville
950851393512158620,503.0,Entire home,Nashville
951387419691307509,476.0,Entire home,Nashville
953542184209406582,489.0,Entire home,Nashville
953584527978674155,931.0,Entire home,Nashville
953770544177428731,627.0,Entire home,Nashville
953870013038161835,627.0,Entire home,Nashville
954385173764058980,491.0,Entire home,Nashville
958108652241362587,970.0,Entire home,Nashville
958124014512459930,591.0,Entire home,Nashville
958769939324352908,1347.0,Entire home,Nashville
959424371107914286,1392.0,Entire home,Nashville
960157988463588433,721.0,Entire townhouse,Nashville
960278222753185462,662.0,Entire townhouse,Nashville
961166667280953031,508.0,Entire rental unit,Nashville
963956584405850925,661.0,Entire home,Nashville
964507549137013768,599.0,Entire home,Nashville
965242740581440512,480.0,Entire home,Nashville
967295369142322857,800.0,Entire home,Nashville
968042365638179222,692.0,Entire home,Nashville
968144543703286528,515.0,Room in hotel,Nashville
968146301358588752,589.0,Room in hotel,Nashville
968152450657305104,531.0,Room in hotel,Nashville
968153360159730766,515.0,Room in hotel,Nashville
968154385900634553,548.0,Room in hotel,Nashville
968155349944728689,691.0,Room in hotel,Nashville
968156923320011494,720.0,Room in hotel,Nashville
968158179213894539,635.0,Room in hotel,Nashville
968222261480429635,2101.0,Entire townhouse,Nashville
969154276740778025,530.0,Entire rental unit,Nashville
969519390314254144,9999.0,Entire home,Nashville
969558673056941709,491.0,Entire townhouse,Nashville
969609902702397850,591.0,Entire home,Nashville
971223298634267360,481.0,Entire home,Nashville
971751422839634520,1600.0,Entire home,Nashville
972329708359202449,647.0,Entire home,Nashville
975308658579058225,2098.0,Entire home,Nashville
976016244278497211,499.0,Entire home,Nashville
978141177290866361,772.0,Entire home,Nashville
980330116739246187,9999.0,Entire home,Nashville
557948,614.0,Entire home,Portland
1209612,1500.0,Entire rental unit,Portland
2241274,500.0,Entire home,Portland
4494541,496.0,Entire home,Portland
5404942,1500.0,Entire home,Portland
5914549,2500.0,Entire rental unit,Portland
6555772,495.0,Entire home,Portland
6967714,558.0,Entire home,Portland
9059118,507.0,Entire home,Portland
9062987,5000.0,Entire home,Portland
9319598,500.0,Entire rental unit,Portland
13799741,587.0,Entire home,Portland
14210054,629.0,Entire home,Portland
14852770,1086.0,Entire rental unit,Portland
15289907,628.0,Entire home,Portland
16416965,681.0,Entire home,Portland
18379258,524.0,Entire home,Portland
24607040,502.0,Entire condo,Portland
25099504,543.0,Entire home,Portland
31271674,732.0,Entire home,Portland
33094401,1000.0,Entire home,Portland
33469567,1250.0,Entire home,Portland
33619387,1086.0,Entire rental unit,Portland
34752229,535.0,Entire home,Portland
35849527,600.0,Entire home,Portland
36068988,507.0,Entire home,Portland
39781784,495.0,Entire home,Portland
39943647,700.0,Entire townhouse,Portland
40136778,594.0,Private room in home,Portland
40864982,721.0,Entire home,Portland
40865331,1119.0,Entire home,Portland
41741290,599.0,Room in boutique hotel,Portland
46625231,650.0,Entire home,Portland
47362022,700.0,Entire home,Portland
48230974,830.0,Entire home,Portland
48231166,559.0,Entire home,Portland
48524903,742.0,Entire home,Portland
49907858,596.0,Entire home,Portland
51004851,1030.0,Entire home,Portland
572505670557685660,711.0,Entire townhouse,Portland
572535440383228772,538.0,Entire townhouse,Portland
589860024242990984,485.0,Entire rental unit,Portland
595680673819411804,943.0,Entire home,Portland
620313859717603008,556.0,Entire rental unit,Portland
635413907290834919,1139.0,Entire vacation home,Portland
659947146669887391,802.0,Room in hotel,Portland
659947812990469867,619.0,Room in hotel,Portland
681789275269508432,475.0,Entire vacation home,Portland
691287608005268426,1000.0,Tiny home,Portland
704889862475133972,514.0,Entire rental unit,Portland
704889875639887651,486.0,Entire rental unit,Portland
770267619224376209,480.0,Entire guesthouse,Portland
804969728328404357,660.0,Room in hotel,Portland
804977813852000238,660.0,Room in hotel,Portland
804991407906341646,687.0,Room in hotel,Portland
804998565238121570,687.0,Room in hotel,Portland
804998673214155231,687.0,Room in hotel,Portland
805000021159044090,660.0,Room in hotel,Portland
805002221663749117,660.0,Room in hotel,Portland
805002325201158022,660.0,Room in hotel,Portland
816145492959772426,889.0,Entire home,Portland
825971173276680194,881.0,Room in hotel,Portland
825971286621009335,881.0,Room in hotel,Portland
825971415601943212,881.0,Room in hotel,Portland
825972059189282341,916.0,Room in hotel,Portland
825972173318044843,916.0,Room in hotel,Portland
825972289210753775,916.0,Room in hotel,Portland
833521729084949016,1500.0,Entire home,Portland
838470354781704787,921.0,Entire home,Portland
840233470616755202,533.0,Entire home,Portland
842975023676053498,1512.0,Entire rental unit,Portland
844858399661224230,990.0,Tower,Portland
846331310163630868,499.0,Entire home,Portland
850795469124431230,818.0,Entire home,Portland
860214215485218128,5703.0,Entire serviced apartment,Portland
860214290206623139,5703.0,Entire serviced apartment,Portland
860214407294390015,5703.0,Entire serviced apartment,Portland
860214845368204587,5703.0,Entire serviced apartment,Portland
860214981848908059,5703.0,Entire serviced apartment,Portland
860215050264200505,5703.0,Entire serviced apartment,Portland
860215369350075086,5703.0,Entire serviced apartment,Portland
860215783209031216,5703.0,Entire serviced apartment,Portland
860215896048699371,5703.0,Entire serviced apartment,Portland
860216420512409435,5703.0,Entire serviced apartment,Portland
860216575936109861,5703.0,Entire serviced apartment,Portland
860216947899807619,5703.0,Entire serviced apartment,Portland
860217023303637207,5703.0,Entire serviced apartment,Portland
860217282236016030,5703.0,Entire serviced apartment,Portland
860217381165277076,5703.0,Entire serviced apartment,Portland
863278276027894402,550.0,Entire home,Portland
933228875737420288,629.0,Entire rental unit,Portland
939838559899584939,510.0,Room in hotel,Portland
939840263450573118,680.0,Room in hotel,Portland
944177182671893320,803.0,Entire home,Portland
948391432826344545,476.0,Room in hotel,Portland
948398902857233009,497.0,Room in hotel,Portland
948401377729358577,517.0,Room in hotel,Portland
948410254910438370,714.0,Room in hotel,Portland
948412098310709743,528.0,Room in hotel,Portland
948414708042758755,559.0,Room in hotel,Portland
948418271089597579,497.0,Room in hotel,Portland
948420945205841395,528.0,Room in hotel,Portland
948423214541353257,704.0,Room in hotel,Portland
948425319280069446,745.0,Room in hotel,Portland
948427329391448592,663.0,Room in hotel,Portland
948429691406776201,704.0,Room in hotel,Portland
950025956300332328,659.0,Room in hotel,Portland
968035385856579134,525.0,Entire home,Portland
